state_name,county_name,year,vacancy_rate,median_income,median_home_value,median_rent,percent_income_spent_on_rent
Connecticut,"Fairfield County, Connecticut",2009,0.07010451052951432,81114.0,484200.0,1184.0,2690.0
Connecticut,"Fairfield County, Connecticut",2010,0.07357622329197055,81268.0,477700.0,1206.0,2759.0
Connecticut,"Fairfield County, Connecticut",2011,0.07706607608795325,82558.0,466700.0,1249.0,2848.0
Connecticut,"Fairfield County, Connecticut",2012,0.07686336264735563,82614.0,447500.0,1279.0,2837.0
Connecticut,"Fairfield County, Connecticut",2013,0.07921178502624061,82283.0,432100.0,1302.0,2799.0
Connecticut,"Fairfield County, Connecticut",2014,0.08028879034571006,83163.0,422400.0,1327.0,2760.0
Connecticut,"Fairfield County, Connecticut",2015,0.08041677210663557,84233.0,416000.0,1348.0,2698.0
Connecticut,"Fairfield County, Connecticut",2016,0.08095696351069401,86670.0,413400.0,1385.0,2698.0
Connecticut,"Fairfield County, Connecticut",2017,0.0849925754110621,89773.0,417800.0,1439.0,2726.0
Connecticut,"Fairfield County, Connecticut",2018,0.08223202757958917,92969.0,422300.0,1470.0,2771.0
Connecticut,"Fairfield County, Connecticut",2019,0.08690027243568237,95645.0,428500.0,1499.0,2815.0
Connecticut,"Fairfield County, Connecticut",2020,0.07816386120231134,97539.0,433000.0,1511.0,2826.0
Connecticut,"Litchfield County, Connecticut",2009,0.11313262580319111,69561.0,287200.0,866.0,1892.0
Connecticut,"Litchfield County, Connecticut",2010,0.11452884870737931,69639.0,285800.0,883.0,1927.0
Connecticut,"Litchfield County, Connecticut",2011,0.12285953503308904,71497.0,279600.0,898.0,1975.0
Connecticut,"Litchfield County, Connecticut",2012,0.12775194153627636,71345.0,272000.0,931.0,1983.0
Connecticut,"Litchfield County, Connecticut",2013,0.1326226842840459,71338.0,263600.0,926.0,1959.0
Connecticut,"Litchfield County, Connecticut",2014,0.14014173048348383,72068.0,259800.0,946.0,1930.0
Connecticut,"Litchfield County, Connecticut",2015,0.14784955458735005,72061.0,254600.0,955.0,1889.0
Connecticut,"Litchfield County, Connecticut",2016,0.14992567181246427,73519.0,249500.0,967.0,1866.0
Connecticut,"Litchfield County, Connecticut",2017,0.15287050915201889,76438.0,250100.0,995.0,1884.0
Connecticut,"Litchfield County, Connecticut",2018,0.1606978775537985,78314.0,251500.0,1036.0,1909.0
Connecticut,"Litchfield County, Connecticut",2019,0.15987173095227303,79906.0,251000.0,1065.0,1932.0
Connecticut,"Litchfield County, Connecticut",2020,0.15232792376813561,81590.0,258300.0,1061.0,1941.0
Connecticut,"Hartford County, Connecticut",2009,0.0655540081577832,62829.0,242900.0,881.0,1850.0
Connecticut,"Hartford County, Connecticut",2010,0.06501648744748492,62590.0,247400.0,909.0,1899.0
Connecticut,"Hartford County, Connecticut",2011,0.06655057865409345,64007.0,248000.0,944.0,1947.0
Connecticut,"Hartford County, Connecticut",2012,0.06561299093332192,64752.0,246400.0,960.0,1962.0
Connecticut,"Hartford County, Connecticut",2013,0.06938035199794547,64967.0,241500.0,974.0,1944.0
Connecticut,"Hartford County, Connecticut",2014,0.0701045519488323,65499.0,238600.0,983.0,1932.0
Connecticut,"Hartford County, Connecticut",2015,0.07501876069893952,66395.0,236400.0,992.0,1907.0
Connecticut,"Hartford County, Connecticut",2016,0.0733041166673784,68027.0,234900.0,1016.0,1890.0
Connecticut,"Hartford County, Connecticut",2017,0.07667001905568495,69936.0,235300.0,1044.0,1897.0
Connecticut,"Hartford County, Connecticut",2018,0.0782571956693953,72321.0,237700.0,1076.0,1922.0
Connecticut,"Hartford County, Connecticut",2019,0.0769068656118777,75148.0,240600.0,1106.0,1946.0
Connecticut,"Hartford County, Connecticut",2020,0.07027127921069028,76259.0,242900.0,1130.0,1956.0
Connecticut,"Middlesex County, Connecticut",2009,0.09160781919837956,74965.0,303100.0,940.0,1956.0
Connecticut,"Middlesex County, Connecticut",2010,0.09518920306399535,74906.0,307400.0,955.0,2051.0
Connecticut,"Middlesex County, Connecticut",2011,0.10314178302900108,77095.0,306900.0,991.0,2123.0
Connecticut,"Middlesex County, Connecticut",2012,0.10698321779395627,76659.0,299600.0,1005.0,2132.0
Connecticut,"Middlesex County, Connecticut",2013,0.11614015394483643,76994.0,292000.0,1007.0,2128.0
Connecticut,"Middlesex County, Connecticut",2014,0.11599472569624805,77931.0,288300.0,1069.0,2087.0
Connecticut,"Middlesex County, Connecticut",2015,0.12034006545860941,79893.0,285100.0,1095.0,2067.0
Connecticut,"Middlesex County, Connecticut",2016,0.11703441954381817,79837.0,283800.0,1101.0,2062.0
Connecticut,"Middlesex County, Connecticut",2017,0.12298190629197503,81673.0,283700.0,1132.0,2065.0
Connecticut,"Middlesex County, Connecticut",2018,0.12127581314697074,84761.0,284900.0,1162.0,2086.0
Connecticut,"Middlesex County, Connecticut",2019,0.12257785580463008,85898.0,286800.0,1162.0,2109.0
Connecticut,"Middlesex County, Connecticut",2020,0.11359206791455742,84907.0,293300.0,1174.0,2105.0
Connecticut,"Windham County, Connecticut",2009,0.08923385719166382,57427.0,226300.0,770.0,1600.0
Connecticut,"Windham County, Connecticut",2010,0.08650397790510739,59370.0,230100.0,824.0,1665.0
Connecticut,"Windham County, Connecticut",2011,0.0920328264740192,60063.0,227000.0,852.0,1719.0
Connecticut,"Windham County, Connecticut",2012,0.10382480202465508,58489.0,219300.0,867.0,1713.0
Connecticut,"Windham County, Connecticut",2013,0.10260749016329943,59333.0,211100.0,863.0,1717.0
Connecticut,"Windham County, Connecticut",2014,0.09509377161222082,59218.0,203200.0,863.0,1697.0
Connecticut,"Windham County, Connecticut",2015,0.0996421018382951,59392.0,197500.0,847.0,1657.0
Connecticut,"Windham County, Connecticut",2016,0.09974575409335909,60689.0,196900.0,852.0,1659.0
Connecticut,"Windham County, Connecticut",2017,0.10182140912116505,62553.0,196800.0,869.0,1668.0
Connecticut,"Windham County, Connecticut",2018,0.1046450729191846,64774.0,198000.0,895.0,1667.0
Connecticut,"Windham County, Connecticut",2019,0.09584054064926184,66550.0,204400.0,946.0,1685.0
Connecticut,"Windham County, Connecticut",2020,0.08529293739967897,67365.0,210300.0,977.0,1694.0
Connecticut,"New Haven County, Connecticut",2009,0.07538402479760274,61234.0,271500.0,965.0,1938.0
Connecticut,"New Haven County, Connecticut",2010,0.07989786069333452,61114.0,273300.0,996.0,1995.0
Connecticut,"New Haven County, Connecticut",2011,0.08450934482328655,62497.0,270900.0,1030.0,2066.0
Connecticut,"New Haven County, Connecticut",2012,0.08698840320648159,62234.0,263900.0,1053.0,2075.0
Connecticut,"New Haven County, Connecticut",2013,0.09320037818680438,61996.0,256900.0,1060.0,2066.0
Connecticut,"New Haven County, Connecticut",2014,0.09695142489550031,61646.0,250400.0,1064.0,2031.0
Connecticut,"New Haven County, Connecticut",2015,0.10024258246838011,61640.0,245200.0,1061.0,1982.0
Connecticut,"New Haven County, Connecticut",2016,0.09933875314830191,62715.0,244000.0,1075.0,1966.0
Connecticut,"New Haven County, Connecticut",2017,0.10434801639191785,64872.0,244400.0,1100.0,1981.0
Connecticut,"New Haven County, Connecticut",2018,0.09940589626118722,67128.0,246700.0,1133.0,2010.0
Connecticut,"New Haven County, Connecticut",2019,0.0993889165869779,69905.0,248600.0,1153.0,2032.0
Connecticut,"New Haven County, Connecticut",2020,0.09572270985624609,71370.0,252300.0,1173.0,2039.0
Connecticut,"New London County, Connecticut",2009,0.10247003737273938,65120.0,263800.0,954.0,1836.0
Connecticut,"New London County, Connecticut",2010,0.11010369182988529,65419.0,268900.0,974.0,1890.0
Connecticut,"New London County, Connecticut",2011,0.1115654496292487,67010.0,265700.0,987.0,1931.0
Connecticut,"New London County, Connecticut",2012,0.11540181529084405,68310.0,260600.0,999.0,1938.0
Connecticut,"New London County, Connecticut",2013,0.11442514474772539,66583.0,252900.0,1012.0,1923.0
Connecticut,"New London County, Connecticut",2014,0.11737794807425514,66693.0,247700.0,1024.0,1903.0
Connecticut,"New London County, Connecticut",2015,0.12174866812911313,66233.0,244000.0,1022.0,1848.0
Connecticut,"New London County, Connecticut",2016,0.12564030767710374,67574.0,241500.0,1039.0,1842.0
Connecticut,"New London County, Connecticut",2017,0.12566171012814134,69411.0,238900.0,1071.0,1844.0
Connecticut,"New London County, Connecticut",2018,0.12682010715360037,71368.0,239000.0,1099.0,1853.0
Connecticut,"New London County, Connecticut",2019,0.12638342002495423,73490.0,241700.0,1130.0,1865.0
Connecticut,"New London County, Connecticut",2020,0.11492220365122044,75831.0,246800.0,1144.0,1885.0
Connecticut,"Tolland County, Connecticut",2009,0.050814974028300194,76498.0,257600.0,924.0,1863.0
Connecticut,"Tolland County, Connecticut",2010,0.04960379795441058,77175.0,266100.0,948.0,1922.0
Connecticut,"Tolland County, Connecticut",2011,0.05665024630541872,80333.0,266300.0,993.0,1997.0
Connecticut,"Tolland County, Connecticut",2012,0.05893424506147258,80887.0,261300.0,1025.0,1996.0
Connecticut,"Tolland County, Connecticut",2013,0.06440835586477689,80529.0,254800.0,1017.0,1973.0
Connecticut,"Tolland County, Connecticut",2014,0.06580414900736115,79988.0,252400.0,1041.0,1966.0
Connecticut,"Tolland County, Connecticut",2015,0.0670743195793296,79626.0,247700.0,1040.0,1935.0
Connecticut,"Tolland County, Connecticut",2016,0.06830675726431523,80129.0,247800.0,1061.0,1918.0
Connecticut,"Tolland County, Connecticut",2017,0.07142252829997124,81312.0,247500.0,1093.0,1913.0
Connecticut,"Tolland County, Connecticut",2018,0.07045003197684203,84916.0,251300.0,1119.0,1939.0
Connecticut,"Tolland County, Connecticut",2019,0.0670676540562276,87069.0,253100.0,1155.0,1955.0
Connecticut,"Tolland County, Connecticut",2020,0.0653366001633415,87809.0,259700.0,1194.0,1955.0
Nevada,"Clark County, Nevada",2009,0.1345470212984875,56080.0,278500.0,1024.0,1786.0
Nevada,"Clark County, Nevada",2010,0.14411077210767187,56258.0,257300.0,1036.0,1819.0
Nevada,"Clark County, Nevada",2011,0.15394963980210816,55961.0,226200.0,1049.0,1815.0
Nevada,"Clark County, Nevada",2012,0.1583716178682885,54218.0,186700.0,1039.0,1718.0
Nevada,"Clark County, Nevada",2013,0.1596737907095916,52873.0,165000.0,1019.0,1621.0
Nevada,"Clark County, Nevada",2014,0.1594537151155345,52070.0,163100.0,1009.0,1521.0
Nevada,"Clark County, Nevada",2015,0.15480130808476184,51575.0,170400.0,999.0,1441.0
Nevada,"Clark County, Nevada",2016,0.1489173351354604,52629.0,186700.0,1013.0,1413.0
Nevada,"Clark County, Nevada",2017,0.14557489200870083,54882.0,212300.0,1048.0,1419.0
Nevada,"Clark County, Nevada",2018,0.13572808016602217,56802.0,238300.0,1088.0,1468.0
Nevada,"Clark County, Nevada",2019,0.12929200884572217,59340.0,262700.0,1132.0,1517.0
Nevada,"Clark County, Nevada",2020,0.11336215635668218,61048.0,285100.0,1181.0,1567.0
Nevada,"Douglas County, Nevada",2009,0.18832440903748204,63531.0,393600.0,1038.0,1850.0
Nevada,"Douglas County, Nevada",2010,0.18101865687572044,60721.0,375800.0,1030.0,1927.0
Nevada,"Douglas County, Nevada",2011,0.18780973357617858,60383.0,346600.0,1052.0,1904.0
Nevada,"Douglas County, Nevada",2012,0.1875422582826234,61099.0,303800.0,1037.0,1939.0
Nevada,"Douglas County, Nevada",2013,0.17727407282107666,60100.0,271400.0,1028.0,1804.0
Nevada,"Douglas County, Nevada",2014,0.1652236347510242,58940.0,267200.0,1035.0,1702.0
Nevada,"Douglas County, Nevada",2015,0.16579502319696332,58535.0,272000.0,1028.0,1658.0
Nevada,"Douglas County, Nevada",2016,0.1630407391852163,59769.0,282500.0,1031.0,1632.0
Nevada,"Douglas County, Nevada",2017,0.15322279017578855,61176.0,311400.0,1094.0,1606.0
Nevada,"Douglas County, Nevada",2018,0.1499091209517515,62503.0,346500.0,1077.0,1679.0
Nevada,"Douglas County, Nevada",2019,0.14992417722037787,66810.0,378800.0,1102.0,1758.0
Nevada,"Douglas County, Nevada",2020,0.14240944240944242,71415.0,416900.0,1169.0,1805.0
Nevada,"Churchill County, Nevada",2009,0.18743047830923248,53134.0,189800.0,799.0,1273.0
Nevada,"Churchill County, Nevada",2010,0.18320185614849188,51597.0,188300.0,782.0,1303.0
Nevada,"Churchill County, Nevada",2011,0.1828423677163173,52589.0,175300.0,802.0,1290.0
Nevada,"Churchill County, Nevada",2012,0.14770311489047047,54538.0,160100.0,844.0,1315.0
Nevada,"Churchill County, Nevada",2013,0.13973596132391222,49830.0,153300.0,840.0,1272.0
Nevada,"Churchill County, Nevada",2014,0.12343154568268426,46195.0,144900.0,838.0,1195.0
Nevada,"Churchill County, Nevada",2015,0.1176196684671261,47415.0,151000.0,851.0,1196.0
Nevada,"Churchill County, Nevada",2016,0.11157914443508378,45368.0,157800.0,826.0,1199.0
Nevada,"Churchill County, Nevada",2017,0.10426060550289869,46914.0,169100.0,792.0,1196.0
Nevada,"Churchill County, Nevada",2018,0.09983498349834984,51514.0,174100.0,799.0,1210.0
Nevada,"Churchill County, Nevada",2019,0.09198867269571571,57824.0,191500.0,821.0,1268.0
Nevada,"Churchill County, Nevada",2020,0.09403107113654947,56335.0,198800.0,888.0,1274.0
Nevada,"Lincoln County, Nevada",2009,0.21899736147757257,42955.0,131100.0,794.0,967.0
Nevada,"Lincoln County, Nevada",2010,0.2533955857385399,44695.0,151900.0,712.0,1079.0
Nevada,"Lincoln County, Nevada",2011,0.287396937573616,42662.0,156300.0,706.0,1063.0
Nevada,"Lincoln County, Nevada",2012,0.2560240963855422,39293.0,153900.0,543.0,1090.0
Nevada,"Lincoln County, Nevada",2013,0.27101073676416143,40143.0,140600.0,542.0,1015.0
Nevada,"Lincoln County, Nevada",2014,0.3132616487455197,40550.0,139500.0,588.0,1074.0
Nevada,"Lincoln County, Nevada",2015,0.29502059153874954,44866.0,128900.0,592.0,956.0
Nevada,"Lincoln County, Nevada",2016,0.28903525765207283,49406.0,130700.0,585.0,1073.0
Nevada,"Lincoln County, Nevada",2017,0.2747087561067268,52971.0,132900.0,592.0,1039.0
Nevada,"Lincoln County, Nevada",2018,0.2621113521330441,56414.0,134700.0,612.0,1055.0
Nevada,"Lincoln County, Nevada",2019,0.2347364429275692,58462.0,140900.0,606.0,1104.0
Nevada,"Lincoln County, Nevada",2020,0.26710574460300035,56537.0,132600.0,621.0,1065.0
Nevada,"Elko County, Nevada",2009,0.11315047423737504,63327.0,169500.0,709.0,1363.0
Nevada,"Elko County, Nevada",2010,0.11122511799712703,67038.0,178200.0,753.0,1387.0
Nevada,"Elko County, Nevada",2011,0.11641729862676778,69459.0,180700.0,824.0,1438.0
Nevada,"Elko County, Nevada",2012,0.10762331838565023,70411.0,183600.0,863.0,1436.0
Nevada,"Elko County, Nevada",2013,0.10719358766233766,70238.0,184300.0,877.0,1502.0
Nevada,"Elko County, Nevada",2014,0.11795977732082853,72280.0,183900.0,923.0,1467.0
Nevada,"Elko County, Nevada",2015,0.12361331220285261,71799.0,184600.0,895.0,1420.0
Nevada,"Elko County, Nevada",2016,0.1374296205630355,74672.0,197500.0,886.0,1468.0
Nevada,"Elko County, Nevada",2017,0.15150652431791223,76178.0,198100.0,904.0,1458.0
Nevada,"Elko County, Nevada",2018,0.17152224824355972,77209.0,200800.0,933.0,1471.0
Nevada,"Elko County, Nevada",2019,0.16284350525974328,81232.0,212500.0,952.0,1519.0
Nevada,"Elko County, Nevada",2020,0.15017440793097117,79375.0,225800.0,961.0,1544.0
Nevada,"Esmeralda County, Nevada",2009,0.4790697674418605,44118.0,72500.0,421.0,715.0
Nevada,"Esmeralda County, Nevada",2010,0.44039735099337746,39712.0,77300.0,413.0,706.0
Nevada,"Esmeralda County, Nevada",2011,0.4455337690631808,29438.0,86400.0,443.0,741.0
Nevada,"Esmeralda County, Nevada",2012,0.44612068965517243,27500.0,64200.0,448.0,769.0
Nevada,"Esmeralda County, Nevada",2013,0.47535596933187296,30284.0,81400.0,452.0,904.0
Nevada,"Esmeralda County, Nevada",2014,0.5026624068157615,31528.0,70900.0,443.0,936.0
Nevada,"Esmeralda County, Nevada",2015,0.518444666001994,39271.0,79800.0,448.0,983.0
Nevada,"Esmeralda County, Nevada",2016,0.5314757481940144,43125.0,77900.0,471.0,972.0
Nevada,"Esmeralda County, Nevada",2017,0.5020161290322581,39405.0,73500.0,497.0,850.0
Nevada,"Esmeralda County, Nevada",2018,0.5216016859852476,40000.0,74000.0,565.0,825.0
Nevada,"Esmeralda County, Nevada",2019,0.4831578947368421,37375.0,65000.0,551.0,1023.0
Nevada,"Esmeralda County, Nevada",2020,0.44742489270386265,31845.0,81100.0,700.0,1049.0
Nevada,"Eureka County, Nevada",2009,0.4560878243512974,61472.0,86900.0,783.0,972.0
Nevada,"Eureka County, Nevada",2010,0.3598585322723254,61400.0,87400.0,588.0,1051.0
Nevada,"Eureka County, Nevada",2011,0.3415750915750916,61908.0,103400.0,432.0,1078.0
Nevada,"Eureka County, Nevada",2012,0.3330197554092192,61331.0,115400.0,704.0,1096.0
Nevada,"Eureka County, Nevada",2013,0.3136704119850187,64632.0,117400.0,685.0,1122.0
Nevada,"Eureka County, Nevada",2014,0.31705150976909413,68403.0,89300.0,654.0,1145.0
Nevada,"Eureka County, Nevada",2015,0.3157894736842105,60250.0,93100.0,692.0,1150.0
Nevada,"Eureka County, Nevada",2016,0.33158813263525305,70000.0,93800.0,752.0,1147.0
Nevada,"Eureka County, Nevada",2017,0.3444730077120823,67159.0,83100.0,695.0,1354.0
Nevada,"Eureka County, Nevada",2018,0.36115843270868825,77625.0,84400.0,-666666666.0,1459.0
Nevada,"Eureka County, Nevada",2019,0.36867862969004894,67105.0,120100.0,-666666666.0,1497.0
Nevada,"Eureka County, Nevada",2020,0.4252173913043478,67478.0,151000.0,721.0,1489.0
Nevada,"Humboldt County, Nevada",2009,0.13043478260869565,55084.0,132700.0,603.0,1174.0
Nevada,"Humboldt County, Nevada",2010,0.1437614291742861,55656.0,138100.0,617.0,1245.0
Nevada,"Humboldt County, Nevada",2011,0.14329867940432706,54943.0,144000.0,638.0,1234.0
Nevada,"Humboldt County, Nevada",2012,0.12122489113639556,57874.0,150500.0,671.0,1244.0
Nevada,"Humboldt County, Nevada",2013,0.11207987624806638,59472.0,147400.0,741.0,1212.0
Nevada,"Humboldt County, Nevada",2014,0.14975575715282624,62632.0,152900.0,781.0,1211.0
Nevada,"Humboldt County, Nevada",2015,0.14514110941192826,65212.0,159900.0,818.0,1209.0
Nevada,"Humboldt County, Nevada",2016,0.14523051363699294,67295.0,165100.0,788.0,1235.0
Nevada,"Humboldt County, Nevada",2017,0.1601609657947686,69324.0,163500.0,832.0,1292.0
Nevada,"Humboldt County, Nevada",2018,0.16308554651007606,70373.0,173300.0,816.0,1379.0
Nevada,"Humboldt County, Nevada",2019,0.1393008474576271,67756.0,180600.0,841.0,1373.0
Nevada,"Humboldt County, Nevada",2020,0.133201581027668,66123.0,186200.0,815.0,1374.0
Nevada,"Lander County, Nevada",2009,0.19807608220376038,54008.0,99500.0,638.0,1218.0
Nevada,"Lander County, Nevada",2010,0.15102575294631165,66525.0,103400.0,723.0,1144.0
Nevada,"Lander County, Nevada",2011,0.15251373046049851,69814.0,108900.0,781.0,1162.0
Nevada,"Lander County, Nevada",2012,0.1458153580672994,70341.0,111200.0,800.0,1158.0
Nevada,"Lander County, Nevada",2013,0.1859052247873633,72742.0,103300.0,789.0,1184.0
Nevada,"Lander County, Nevada",2014,0.1765873015873016,76558.0,104700.0,708.0,1225.0
Nevada,"Lander County, Nevada",2015,0.14895330112721417,78190.0,109500.0,646.0,1353.0
Nevada,"Lander County, Nevada",2016,0.16087824351297406,78077.0,128200.0,616.0,1373.0
Nevada,"Lander County, Nevada",2017,0.1878720238095238,79865.0,151900.0,625.0,1392.0
Nevada,"Lander County, Nevada",2018,0.19014357780364766,93583.0,185300.0,607.0,1621.0
Nevada,"Lander County, Nevada",2019,0.17275122318404215,88030.0,179900.0,842.0,1462.0
Nevada,"Lander County, Nevada",2020,0.20773442847364817,73797.0,167400.0,835.0,1366.0
Nevada,"Carson City, Nevada",2009,0.08021320284852985,52096.0,284500.0,895.0,1582.0
Nevada,"Carson City, Nevada",2010,0.08385967907135541,52067.0,270500.0,885.0,1626.0
Nevada,"Carson City, Nevada",2011,0.0937766048016346,54235.0,244600.0,926.0,1706.0
Nevada,"Carson City, Nevada",2012,0.10161201139891965,53987.0,221900.0,898.0,1660.0
Nevada,"Carson City, Nevada",2013,0.09773859716366425,51957.0,198900.0,872.0,1580.0
Nevada,"Carson City, Nevada",2014,0.09680851063829787,50108.0,188000.0,837.0,1499.0
Nevada,"Carson City, Nevada",2015,0.07993182786536003,47668.0,186000.0,817.0,1425.0
Nevada,"Carson City, Nevada",2016,0.07063387186154567,47948.0,199500.0,827.0,1369.0
Nevada,"Carson City, Nevada",2017,0.06593036000337239,49341.0,217400.0,868.0,1344.0
Nevada,"Carson City, Nevada",2018,0.05709248142395366,52034.0,242200.0,895.0,1403.0
Nevada,"Carson City, Nevada",2019,0.050846750646533746,55718.0,273800.0,940.0,1449.0
Nevada,"Carson City, Nevada",2020,0.05279297198740262,58305.0,299900.0,982.0,1489.0
Nevada,"Lyon County, Nevada",2009,0.18388079918726719,48513.0,198200.0,869.0,1378.0
Nevada,"Lyon County, Nevada",2010,0.17294353149294725,48433.0,185000.0,935.0,1437.0
Nevada,"Lyon County, Nevada",2011,0.17036936692856497,46598.0,166700.0,951.0,1458.0
Nevada,"Lyon County, Nevada",2012,0.16772861886386073,46088.0,144000.0,940.0,1397.0
Nevada,"Lyon County, Nevada",2013,0.13752684323550465,46137.0,133400.0,933.0,1336.0
Nevada,"Lyon County, Nevada",2014,0.12101229727321333,47143.0,129300.0,922.0,1260.0
Nevada,"Lyon County, Nevada",2015,0.1291315402114278,47255.0,131700.0,904.0,1204.0
Nevada,"Lyon County, Nevada",2016,0.1266776653141303,49007.0,143200.0,886.0,1197.0
Nevada,"Lyon County, Nevada",2017,0.12411332085817485,50920.0,158000.0,919.0,1207.0
Nevada,"Lyon County, Nevada",2018,0.11402675873974967,55493.0,183900.0,976.0,1228.0
Nevada,"Lyon County, Nevada",2019,0.09526046114432109,56875.0,214900.0,1033.0,1283.0
Nevada,"Lyon County, Nevada",2020,0.08317508545385492,58814.0,238600.0,1062.0,1365.0
Nevada,"Mineral County, Nevada",2009,0.29820123664980325,30217.0,95500.0,535.0,699.0
Nevada,"Mineral County, Nevada",2010,0.2912739434478565,35446.0,114200.0,604.0,950.0
Nevada,"Mineral County, Nevada",2011,0.2944746087511977,31108.0,101000.0,626.0,1007.0
Nevada,"Mineral County, Nevada",2012,0.2635887360838245,33547.0,92400.0,537.0,1075.0
Nevada,"Mineral County, Nevada",2013,0.23865248226950356,35017.0,95500.0,503.0,990.0
Nevada,"Mineral County, Nevada",2014,0.26579854461891994,38664.0,84400.0,508.0,977.0
Nevada,"Mineral County, Nevada",2015,0.26676492262343404,38923.0,83800.0,535.0,869.0
Nevada,"Mineral County, Nevada",2016,0.25585585585585585,37750.0,85200.0,505.0,871.0
Nevada,"Mineral County, Nevada",2017,0.3288808664259928,39375.0,90900.0,518.0,860.0
Nevada,"Mineral County, Nevada",2018,0.33218470020675395,41163.0,85900.0,554.0,901.0
Nevada,"Mineral County, Nevada",2019,0.29766803840877915,35806.0,98900.0,610.0,909.0
Nevada,"Mineral County, Nevada",2020,0.2814238042269188,31500.0,99900.0,582.0,1000.0
Nevada,"Nye County, Nevada",2009,0.15878765924047575,42192.0,168000.0,799.0,1208.0
Nevada,"Nye County, Nevada",2010,0.15847481474533345,41181.0,161700.0,852.0,1236.0
Nevada,"Nye County, Nevada",2011,0.1629943889421103,39740.0,142800.0,857.0,1252.0
Nevada,"Nye County, Nevada",2012,0.16838081368890506,39150.0,124400.0,884.0,1216.0
Nevada,"Nye County, Nevada",2013,0.17812087261465592,39876.0,112600.0,838.0,1212.0
Nevada,"Nye County, Nevada",2014,0.1926443245204299,41757.0,102300.0,803.0,1186.0
Nevada,"Nye County, Nevada",2015,0.20435556773044788,41712.0,105900.0,778.0,1131.0
Nevada,"Nye County, Nevada",2016,0.19838428348480674,42266.0,109100.0,787.0,1071.0
Nevada,"Nye County, Nevada",2017,0.19111329872919278,44225.0,125100.0,792.0,1064.0
Nevada,"Nye County, Nevada",2018,0.1643314382917767,45711.0,139100.0,806.0,1128.0
Nevada,"Nye County, Nevada",2019,0.1480092840564185,47300.0,163300.0,850.0,1153.0
Nevada,"Nye County, Nevada",2020,0.1423289379900214,47308.0,172300.0,821.0,1189.0
Nevada,"Pershing County, Nevada",2009,0.1992512479201331,53042.0,123600.0,645.0,1168.0
Nevada,"Pershing County, Nevada",2010,0.19675456389452334,56491.0,134500.0,627.0,1124.0
Nevada,"Pershing County, Nevada",2011,0.16144774298495324,56473.0,153100.0,646.0,1160.0
Nevada,"Pershing County, Nevada",2012,0.16042345276872963,51094.0,136600.0,680.0,1186.0
Nevada,"Pershing County, Nevada",2013,0.1391519143680527,52101.0,138100.0,704.0,1290.0
Nevada,"Pershing County, Nevada",2014,0.13091807328118568,48165.0,119900.0,625.0,1201.0
Nevada,"Pershing County, Nevada",2015,0.13854425144747726,45230.0,105200.0,607.0,1158.0
Nevada,"Pershing County, Nevada",2016,0.16104868913857678,45192.0,105100.0,591.0,1055.0
Nevada,"Pershing County, Nevada",2017,0.18266504657756177,52308.0,101100.0,648.0,1018.0
Nevada,"Pershing County, Nevada",2018,0.22025010084711577,50846.0,100800.0,644.0,1112.0
Nevada,"Pershing County, Nevada",2019,0.21892542101042503,50491.0,113000.0,678.0,1051.0
Nevada,"Pershing County, Nevada",2020,0.19446672012830793,57074.0,114400.0,581.0,1197.0
Nevada,"Storey County, Nevada",2009,0.06027527289985762,60925.0,236600.0,682.0,1503.0
Nevada,"Storey County, Nevada",2010,0.09559187716691431,61525.0,239200.0,686.0,1487.0
Nevada,"Storey County, Nevada",2011,0.1032192130812468,59386.0,215200.0,1063.0,1636.0
Nevada,"Storey County, Nevada",2012,0.08370702541106129,62561.0,195000.0,1315.0,1556.0
Nevada,"Storey County, Nevada",2013,0.08033932135728543,61573.0,167700.0,715.0,1363.0
Nevada,"Storey County, Nevada",2014,0.08667334669338678,64835.0,181300.0,699.0,1390.0
Nevada,"Storey County, Nevada",2015,0.10847628657921292,64832.0,177000.0,,1348.0
Nevada,"Storey County, Nevada",2016,0.12443778110944528,65508.0,192700.0,759.0,1258.0
Nevada,"Storey County, Nevada",2017,0.15439309294057899,63607.0,187100.0,747.0,1236.0
Nevada,"Storey County, Nevada",2018,0.1690067602704108,62284.0,222900.0,729.0,1322.0
Nevada,"Storey County, Nevada",2019,0.17536746071971618,66292.0,240700.0,669.0,1366.0
Nevada,"Storey County, Nevada",2020,0.1345860843067547,64000.0,264000.0,704.0,1397.0
Nevada,"Washoe County, Nevada",2009,0.11158881158597189,55525.0,319500.0,917.0,1840.0
Nevada,"Washoe County, Nevada",2010,0.11511919698870765,55658.0,295700.0,911.0,1877.0
Nevada,"Washoe County, Nevada",2011,0.12336880418022024,55813.0,257400.0,922.0,1871.0
Nevada,"Washoe County, Nevada",2012,0.12221306497787802,53994.0,226800.0,918.0,1812.0
Nevada,"Washoe County, Nevada",2013,0.11728562001709199,53040.0,203300.0,913.0,1710.0
Nevada,"Washoe County, Nevada",2014,0.11430110132751703,52910.0,201100.0,908.0,1630.0
Nevada,"Washoe County, Nevada",2015,0.10797882894235875,52870.0,213100.0,898.0,1560.0
Nevada,"Washoe County, Nevada",2016,0.09962389993394276,54955.0,236900.0,918.0,1530.0
Nevada,"Washoe County, Nevada",2017,0.09184688173843868,58595.0,268100.0,947.0,1533.0
